対象年月,種別,区名,増減種別,異動内容,性別,値
201310,外国人,灘区,社会増減,転入,男,129
201310,外国人,中央区,社会増減,転入,男,138
201310,外国人,兵庫区,社会増減,転入,男,80
201310,外国人,北区,社会増減,転入,男,13
201310,外国人,長田区,社会増減,転入,男,49
201310,外国人,須磨区,社会増減,転入,男,11
201310,外国人,垂水区,社会増減,転入,男,15
201310,外国人,西区,社会増減,転入,男,20
201310,外国人,全市,社会増減,転入,女,473
201310,外国人,東灘区,社会増減,転入,女,66
201310,外国人,灘区,社会増減,転入,女,110
201310,外国人,中央区,社会増減,転入,女,130
201310,外国人,兵庫区,社会増減,転入,女,58
201310,外国人,北区,社会増減,転入,女,15
201310,外国人,長田区,社会増減,転入,女,48
201310,外国人,須磨区,社会増減,転入,女,7
201310,外国人,垂水区,社会増減,転入,女,19
201310,外国人,西区,社会増減,転入,女,20
201310,外国人,全市,社会増減,転出,合計,461
201310,外国人,東灘区,社会増減,転出,合計,64
201310,外国人,灘区,社会増減,転出,合計,71
201310,外国人,中央区,社会増減,転出,合計,135
201310,外国人,兵庫区,社会増減,転出,合計,77
201310,外国人,北区,社会増減,転出,合計,17
201310,外国人,長田区,社会増減,転出,合計,27
201310,外国人,須磨区,社会増減,転出,合計,15
201310,外国人,垂水区,社会増減,転出,合計,30
201310,外国人,西区,社会増減,転出,合計,25
201310,外国人,全市,社会増減,転出,男,250
201310,外国人,東灘区,社会増減,転出,男,35
201310,外国人,灘区,社会増減,転出,男,49
201310,外国人,中央区,社会増減,転出,男,77
201310,外国人,兵庫区,社会増減,転出,男,33
201310,外国人,北区,社会増減,転出,男,6
201310,外国人,長田区,社会増減,転出,男,15
201310,外国人,須磨区,社会増減,転出,男,10
201310,外国人,垂水区,社会増減,転出,男,15
201310,外国人,西区,社会増減,転出,男,10
201310,外国人,全市,社会増減,転出,女,211
201310,外国人,東灘区,社会増減,転出,女,29
201310,外国人,灘区,社会増減,転出,女,22
201310,外国人,中央区,社会増減,転出,女,58
201310,外国人,兵庫区,社会増減,転出,女,44
201310,外国人,北区,社会増減,転出,女,11
201310,外国人,長田区,社会増減,転出,女,12
201310,外国人,須磨区,社会増減,転出,女,5
201310,外国人,垂水区,社会増減,転出,女,15
201310,外国人,西区,社会増減,転出,女,15
201310,外国人,全市,社会増減,その他の増,合計,53
201310,外国人,東灘区,社会増減,その他の増,合計,12
201310,外国人,灘区,社会増減,その他の増,合計,9
201310,外国人,中央区,社会増減,その他の増,合計,16
201310,外国人,兵庫区,社会増減,その他の増,合計,7
201310,外国人,北区,社会増減,その他の増,合計,3
201310,外国人,長田区,社会増減,その他の増,合計,1
201310,外国人,須磨区,社会増減,その他の増,合計,2
201310,外国人,垂水区,社会増減,その他の増,合計,2
201310,外国人,西区,社会増減,その他の増,合計,1
201310,外国人,全市,社会増減,その他の増,男,28
201310,外国人,東灘区,社会増減,その他の増,男,7
201310,外国人,灘区,社会増減,その他の増,男,5
201310,外国人,中央区,社会増減,その他の増,男,9
201310,外国人,兵庫区,社会増減,その他の増,男,1
201310,外国人,北区,社会増減,その他の増,男,2
201310,外国人,長田区,社会増減,その他の増,男,0
201310,外国人,須磨区,社会増減,その他の増,男,2
201310,外国人,垂水区,社会増減,その他の増,男,1
201310,外国人,西区,社会増減,その他の増,男,1
201310,外国人,全市,社会増減,その他の増,女,25
201310,外国人,東灘区,社会増減,その他の増,女,5
201310,外国人,灘区,社会増減,その他の増,女,4
201310,外国人,中央区,社会増減,その他の増,女,7
201310,外国人,兵庫区,社会増減,その他の増,女,6
201310,外国人,北区,社会増減,その他の増,女,1
201310,外国人,長田区,社会増減,その他の増,女,1
201310,外国人,須磨区,社会増減,その他の増,女,0
201310,外国人,垂水区,社会増減,その他の増,女,1
201310,外国人,西区,社会増減,その他の増,女,0
201310,外国人,全市,社会増減,その他の減,合計,190
201310,外国人,東灘区,社会増減,その他の減,合計,47
201310,外国人,灘区,社会増減,その他の減,合計,23
201310,外国人,中央区,社会増減,その他の減,合計,55
201310,外国人,兵庫区,社会増減,その他の減,合計,21
201310,外国人,北区,社会増減,その他の減,合計,4
201310,外国人,長田区,社会増減,その他の減,合計,12
201310,外国人,須磨区,社会増減,その他の減,合計,4
201310,外国人,垂水区,社会増減,その他の減,合計,8
201310,外国人,西区,社会増減,その他の減,合計,16
201310,外国人,全市,社会増減,その他の減,男,102
201310,外国人,東灘区,社会増減,その他の減,男,27
201310,外国人,灘区,社会増減,その他の減,男,6
201310,外国人,中央区,社会増減,その他の減,男,28
201310,外国人,兵庫区,社会増減,その他の減,男,13
201310,外国人,北区,社会増減,その他の減,男,3
201310,外国人,長田区,社会増減,その他の減,男,5
201310,外国人,須磨区,社会増減,その他の減,男,4
201310,外国人,垂水区,社会増減,その他の減,男,4
201310,外国人,西区,社会増減,その他の減,男,12
201310,外国人,全市,社会増減,その他の減,女,88
201310,外国人,東灘区,社会増減,その他の減,女,20
201310,外国人,灘区,社会増減,その他の減,女,17
201310,外国人,中央区,社会増減,その他の減,女,27
201310,外国人,兵庫区,社会増減,その他の減,女,8
201310,外国人,北区,社会増減,その他の減,女,1
201310,外国人,長田区,社会増減,その他の減,女,7
201310,外国人,須磨区,社会増減,その他の減,女,0
201310,外国人,垂水区,社会増減,その他の減,女,4
201310,外国人,西区,社会増減,その他の減,女,4
201310,外国人,全市,社会増減,増減　①,合計,391
201310,外国人,東灘区,社会増減,増減　①,合計,28
201310,外国人,灘区,社会増減,増減　①,合計,154
201310,外国人,中央区,社会増減,増減　①,合計,94
201310,外国人,兵庫区,社会増減,増減　①,合計,47
201310,外国人,北区,社会増減,増減　①,合計,10
201310,外国人,長田区,社会増減,増減　①,合計,59
201310,外国人,須磨区,社会増減,増減　①,合計,1
201310,外国人,垂水区,社会増減,増減　①,合計,-2
201310,外国人,西区,社会増減,増減　①,合計,0
201310,外国人,全市,社会増減,増減　①,男,192
201310,外国人,東灘区,社会増減,増減　①,男,6
201310,外国人,灘区,社会増減,増減　①,男,79
201310,外国人,中央区,社会増減,増減　①,男,42
201310,外国人,兵庫区,社会増減,増減　①,男,35
201310,外国人,北区,社会増減,増減　①,男,6
201310,外国人,長田区,社会増減,増減　①,男,29
201310,外国人,須磨区,社会増減,増減　①,男,-1
201310,外国人,垂水区,社会増減,増減　①,男,-3
201310,外国人,西区,社会増減,増減　①,男,-1
201310,外国人,全市,社会増減,増減　①,女,199
201310,外国人,東灘区,社会増減,増減　①,女,22
201310,外国人,灘区,社会増減,増減　①,女,75
201310,外国人,中央区,社会増減,増減　①,女,52
201310,外国人,兵庫区,社会増減,増減　①,女,12
201310,外国人,北区,社会増減,増減　①,女,4
201310,外国人,長田区,社会増減,増減　①,女,30
201310,外国人,須磨区,社会増減,増減　①,女,2
201310,外国人,垂水区,社会増減,増減　①,女,1
201310,外国人,西区,社会増減,増減　①,女,1
201310,外国人,全市,自然増減,出生,合計,28
201310,外国人,東灘区,自然増減,出生,合計,6
201310,外国人,灘区,自然増減,出生,合計,4
201310,外国人,中央区,自然増減,出生,合計,13
201310,外国人,兵庫区,自然増減,出生,合計,1
201310,外国人,北区,自然増減,出生,合計,1
201310,外国人,長田区,自然増減,出生,合計,1
201310,外国人,須磨区,自然増減,出生,合計,0
201310,外国人,垂水区,自然増減,出生,合計,0
201310,外国人,西区,自然増減,出生,合計,2
201310,外国人,全市,自然増減,出生,男,18
201310,外国人,東灘区,自然増減,出生,男,4
201310,外国人,灘区,自然増減,出生,男,3
201310,外国人,中央区,自然増減,出生,男,9
201310,外国人,兵庫区,自然増減,出生,男,1
201310,外国人,北区,自然増減,出生,男,0
201310,外国人,長田区,自然増減,出生,男,0
201310,外国人,須磨区,自然増減,出生,男,0
201310,外国人,垂水区,自然増減,出生,男,0
201310,外国人,西区,自然増減,出生,男,1
201310,外国人,全市,自然増減,出生,女,10
201310,外国人,東灘区,自然増減,出生,女,2
201310,外国人,灘区,自然増減,出生,女,1
201310,外国人,中央区,自然増減,出生,女,4
201310,外国人,兵庫区,自然増減,出生,女,0
201310,外国人,北区,自然増減,出生,女,1
201310,外国人,長田区,自然増減,出生,女,1
201310,外国人,須磨区,自然増減,出生,女,0
201310,外国人,垂水区,自然増減,出生,女,0
201310,外国人,西区,自然増減,出生,女,1
201310,外国人,全市,自然増減,死亡,合計,29
201310,外国人,東灘区,自然増減,死亡,合計,0
201310,外国人,灘区,自然増減,死亡,合計,1
201310,外国人,中央区,自然増減,死亡,合計,6
201310,外国人,兵庫区,自然増減,死亡,合計,5
201310,外国人,北区,自然増減,死亡,合計,3
201310,外国人,長田区,自然増減,死亡,合計,7
201310,外国人,須磨区,自然増減,死亡,合計,4
201310,外国人,垂水区,自然増減,死亡,合計,2
201310,外国人,西区,自然増減,死亡,合計,1
201310,外国人,全市,自然増減,死亡,男,15
201310,外国人,東灘区,自然増減,死亡,男,0
201310,外国人,灘区,自然増減,死亡,男,0
201310,外国人,中央区,自然増減,死亡,男,2
201310,外国人,兵庫区,自然増減,死亡,男,1
201310,外国人,北区,自然増減,死亡,男,2
201310,外国人,長田区,自然増減,死亡,男,5
201310,外国人,須磨区,自然増減,死亡,男,3
201310,外国人,垂水区,自然増減,死亡,男,1
201310,外国人,西区,自然増減,死亡,男,1
201310,外国人,全市,自然増減,死亡,女,14
201310,外国人,東灘区,自然増減,死亡,女,0
201310,外国人,灘区,自然増減,死亡,女,1
201310,外国人,中央区,自然増減,死亡,女,4
201310,外国人,兵庫区,自然増減,死亡,女,4
201310,外国人,北区,自然増減,死亡,女,1
201310,外国人,長田区,自然増減,死亡,女,2
201310,外国人,須磨区,自然増減,死亡,女,1
201310,外国人,垂水区,自然増減,死亡,女,1
201310,外国人,西区,自然増減,死亡,女,0
201310,外国人,全市,自然増減,増減　②,合計,-1
201310,外国人,東灘区,自然増減,増減　②,合計,6
201310,外国人,灘区,自然増減,増減　②,合計,3
201310,外国人,中央区,自然増減,増減　②,合計,7
201310,外国人,兵庫区,自然増減,増減　②,合計,-4
201310,外国人,北区,自然増減,増減　②,合計,-2
201310,外国人,長田区,自然増減,増減　②,合計,-6
201310,外国人,須磨区,自然増減,増減　②,合計,-4
201310,外国人,垂水区,自然増減,増減　②,合計,-2
201310,外国人,西区,自然増減,増減　②,合計,1
201310,外国人,全市,自然増減,増減　②,男,3
201310,外国人,東灘区,自然増減,増減　②,男,4
201310,外国人,灘区,自然増減,増減　②,男,3
201310,外国人,中央区,自然増減,増減　②,男,7
201310,外国人,兵庫区,自然増減,増減　②,男,0
201310,外国人,北区,自然増減,増減　②,男,-2
201310,外国人,長田区,自然増減,増減　②,男,-5
201310,外国人,須磨区,自然増減,増減　②,男,-3
201310,外国人,垂水区,自然増減,増減　②,男,-1
201310,外国人,西区,自然増減,増減　②,男,0
201310,外国人,全市,自然増減,増減　②,女,-4
201310,外国人,東灘区,自然増減,増減　②,女,2
201310,外国人,灘区,自然増減,増減　②,女,0
201310,外国人,中央区,自然増減,増減　②,女,0
201310,外国人,兵庫区,自然増減,増減　②,女,-4
201310,外国人,北区,自然増減,増減　②,女,0
201310,外国人,長田区,自然増減,増減　②,女,-1
201310,外国人,須磨区,自然増減,増減　②,女,-1
201310,外国人,垂水区,自然増減,増減　②,女,-1
201310,外国人,西区,自然増減,増減　②,女,1
201310,外国人,全市,人口増減,増減　③（①＋②）,合計,390
201310,外国人,東灘区,人口増減,増減　③（①＋②）,合計,34
201310,外国人,灘区,人口増減,増減　③（①＋②）,合計,157
201310,外国人,中央区,人口増減,増減　③（①＋②）,合計,101
201310,外国人,兵庫区,人口増減,増減　③（①＋②）,合計,43
201310,外国人,北区,人口増減,増減　③（①＋②）,合計,8
201310,外国人,長田区,人口増減,増減　③（①＋②）,合計,53
201310,外国人,須磨区,人口増減,増減　③（①＋②）,合計,-3
201310,外国人,垂水区,人口増減,増減　③（①＋②）,合計,-4
201310,外国人,西区,人口増減,増減　③（①＋②）,合計,1
201310,外国人,全市,人口増減,増減　③（①＋②）,男,195
201310,外国人,東灘区,人口増減,増減　③（①＋②）,男,10
201310,外国人,灘区,人口増減,増減　③（①＋②）,男,82
201310,外国人,中央区,人口増減,増減　③（①＋②）,男,49
201310,外国人,兵庫区,人口増減,増減　③（①＋②）,男,35
201310,外国人,北区,人口増減,増減　③（①＋②）,男,4
201310,外国人,長田区,人口増減,増減　③（①＋②）,男,24
201310,外国人,須磨区,人口増減,増減　③（①＋②）,男,-4
201310,外国人,垂水区,人口増減,増減　③（①＋②）,男,-4
201310,外国人,西区,人口増減,増減　③（①＋②）,男,-1
201310,外国人,全市,人口増減,増減　③（①＋②）,女,195
201310,外国人,東灘区,人口増減,増減　③（①＋②）,女,24
201310,外国人,灘区,人口増減,増減　③（①＋②）,女,75
201310,外国人,中央区,人口増減,増減　③（①＋②）,女,52
201310,外国人,兵庫区,人口増減,増減　③（①＋②）,女,8
201310,外国人,北区,人口増減,増減　③（①＋②）,女,4
201310,外国人,長田区,人口増減,増減　③（①＋②）,女,29
201310,外国人,須磨区,人口増減,増減　③（①＋②）,女,1
201310,外国人,垂水区,人口増減,増減　③（①＋②）,女,0
201310,外国人,西区,人口増減,増減　③（①＋②）,女,2
201311,日本人,全市,社会増減,転入,合計,4758
201311,日本人,東灘区,社会増減,転入,合計,713
201311,日本人,灘区,社会増減,転入,合計,523
201311,日本人,中央区,社会増減,転入,合計,632
201311,日本人,兵庫区,社会増減,転入,合計,426
